Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Joshi, Bhautik; Lee, Bryan; Popescu, Dan C; Ourselin, Sébastien; ",Multiple contact approach to collision modelling in surgical simulation,Studies in Health Technology and Informatics,111,,237-242,2005,"Amsterdam; Washington, DC: IOS Press, 1991-"
"Graham, Mark; Sudre, Carole H; Spector, Tim; Molteni, Erika; Ourselin, Sebastien; Steves, Claire J; Modat, Marc; Klaser, Kerstin; Canas, Liane Dos Santos; Antonelli, Michela; ","Anosmia and other SARS-CoV-2 positive test-associated symptoms, across three national, digital surveillance platforms as the COVID-19 pandemic and response unfolded: an observation study",The Lancet Digital Health,,,,2021,Elsevier Ltd
"Sudre, Carole H; Smith, Lorna; Atkinson, David; Chaturvedi, Nish; Ourselin, Sébastien; Barkhof, Frederik; Hughes, Alun D; Jäger, H Rolf; Cardoso, M Jorge; ",Cardiovascular risk factors and white matter hyperintensities: difference in susceptibility in South Asians compared with Europeans,Journal of the American Heart Association,7,21,e010533,2018,Am Heart Assoc
"Sudre, Carole Hélène; Prados Carrasco, F; Cortese, Rosanna; Yiannakas, Marios; Kearney, Hugh; Ciccarelli, Olga; Ourselin, Sébastien; Wheeler-Kingshott, C; Cardoso, M; ",A fully unsupervised method for spinal cord lesion segmentationin multiple sclerosis,,,,,2018,ISMRM
"Fripp, Jurgen; Bourgeat, Pierrick; Acosta, Oscar; Raniga, Parnesh; Ourselin, Sebastien; Masters, Collin; Ames, David; Hudson, Peter; Rowe, Christopher; Villemagne, Victor; ",P1‐160: Modeling the appearance variation of 11c Pib PET‐images,Alzheimer's & Dementia,4,,T254-T254,2008,Wiley Online Library
"Bocchetta, Martina; Cardoso, M Jorge; Cash, David M; Ourselin, Sebastien; Warren, Jason D; Rohrer, Jonathan D; ",Patterns of regional cerebellar atrophy in genetic frontotemporal dementia,NeuroImage: Clinical,11,,287-290,2016,Elsevier
"Wang, Guotai; Shapey, Jonathan; Li, Wenqi; Dorent, Reuben; Dimitriadis, Alexis; Bisdas, Sotirios; Paddick, Ian; Bradford, Robert; Zhang, Shaoting; Ourselin, Sébastien; ",Correction to: Automatic Segmentation of Vestibular Schwannoma from T2-Weighted MRI by Deep Spatial Attention with Hardness-Weighted Loss,"Medical Image Computing and Computer Assisted Intervention–MICCAI 2019: 22nd International Conference, Shenzhen, China, October 13–17, 2019, Proceedings, Part II",,,C1-C1,2019,Springer
"Woollacott, Ione OC; Bocchetta, Martina; Sudre, Carole H; Ridha, Basil H; Strand, Catherine; Courtney, Robert; Ourselin, Sebastien; Cardoso, Jorge M; Warren, Jason D; Rossor, Martin N; ",Pathological correlates of white matter hyperintensities on cadaveric MRI in progranulin-associated frontotemporal dementia,Alzheimer's & Dementia,13,7,P805,2017,No longer published by Elsevier
"Graham, Mark S; Sudre, Carole H; May, Anna; Antonelli, Michela; Murray, Benjamin; Varsavsky, Thomas; Kläser, Kerstin; Canas, Liane S; Molteni, Erika; Modat, Marc; ","Changes in symptomatology, reinfection, and transmissibility associated with the SARS-CoV-2 variant B. 1.1. 7: an ecological study",The Lancet Public Health,6,5,e335-e345,2021,Elsevier
"Cash, David M; Burgos, Ninon; Modat, Marc; Dickson, John; Beasley, Daniel; Markiewicz, Pawel; Lane, Christopher A; Parker, Thomas; Barnes, Anna; Thomas, David L; ",[IC‐P‐004]: A COMPARISON OF TECHNIQUES FOR QUANTIFYING AMYLOID BURDEN ON A COMBINED PET/MR SCANNER,Alzheimer's & Dementia,13,7S_Part_1,P12-P13,2017,Wiley Online Library
"Mendelson, Alex F; Zuluaga, Maria A; Hutton, Brian F; Ourselin, Sébastien; ",What is the distribution of the number of unique original items in a bootstrap sample?,arXiv preprint arXiv:1602.05822,,,,2016,
"Georgiadis, Konstantinos; Wray, Selina; Ourselin, Sébastien; Warren, Jason D; Modat, Marc; ",Computational modelling of pathogenic protein spread in neurodegenerative diseases,PLoS one,13,2,e0192518,2018,"Public Library of Science San Francisco, CA USA"
"Cardoso, Manuel Jorge; Clarkson, Matthew J; Ridgway, Gerard R; Modat, Marc; Fox, Nick C; Ourselin, Sebastien; ",Improved maximum a posteriori cortical segmentation by iterative relaxation of priors,"Medical Image Computing and Computer-Assisted Intervention–MICCAI 2009: 12th International Conference, London, UK, September 20-24, 2009, Proceedings, Part II 12",,,441-449,2009,Springer
"Xu, Zhoubing; Lee, Christopher P; Heinrich, Mattias P; Modat, Marc; Rueckert, Daniel; Ourselin, Sebastien; Abramson, Richard G; Landman, Bennett A; ",Evaluation of six registration methods for the human abdomen on clinically acquired CT,IEEE Transactions on Biomedical Engineering,63,8,1563-1572,2016,IEEE
"Prados Carrasco, F; Yiannakas, M; Kanber, B; Kearney, H; Wheeler-Kingshott, C; Ourselin, S; ",A patch-based method for lesion in-painting in the spinal cord,,,,,2017,ISMRM 25TH ANNUAL MEETING & EXHIBITION
"Murray, Benjamin; Kerfoot, Eric; Chen, Liyuan; Deng, Jie; Graham, Mark S; Sudre, Carole H; Molteni, Erika; Canas, Liane S; Antonelli, Michela; Klaser, Kerstin; ",Accessible data curation and analytics for international-scale citizen science datasets,Scientific Data,8,1,297,2021,Nature Publishing Group UK London
"Sudre, Carole H; Moriconi, Stefano; Rehwald, Rafael; Smith, Lorna; Tillin, Therese; Barnes, Josephine; Atkinson, David; Ourselin, Sébastien; Chaturvedi, Nish; Hughes, Alun D; ","Accelerated vascular aging: Ethnic differences in basilar artery length and diameter, and its association with cardiovascular risk factors and cerebral small vessel disease",Frontiers in cardiovascular medicine,9,,,2022,Frontiers Media SA
"Erbou, Soren GH; Darkner, Sune; Fripp, Jurgen; Ourselin, Sébastien; Ersboll, Bjarne K; ",Estimation of shape model parameters for 3D surfaces,2008 5th IEEE International Symposium on Biomedical Imaging: From Nano to Macro,,,624-627,2008,IEEE
"Visconti, Alessia; Bataille, Veronique; Kluk, Justine; Murphy, Ruth; Puig, Susana; Nambi, Rabi; Bowyer, Ruth CE; Murray, Benjamin; Bournot, Abigail; Wolf, Jonathan; ",Diagnostic value of skin manifestation of SARS-CoV-2 infection,,,,,2020,
"Winston, Gavin Paul; Vos, Sjoerd B; Burdett, Jane L; Cardoso, M Jorge; Ourselin, Sebastien; Duncan, John S; ",Automated T2 Relaxometry of the Hippocampus,,,,,,
"Irzan, Hassna; O’Reilly, Helen; Ourselin, Sebastien; Marlow, Neil; Melbourne, Andrew; ",Brain volume and neuropsychological differences in extremely preterm adolescents,"Medical Ultrasound, and Preterm, Perinatal and Paediatric Image Analysis: First International Workshop, ASMUS 2020, and 5th International Workshop, PIPPI 2020, Held in Conjunction with MICCAI 2020, Lima, Peru, October 4-8, 2020, Proceedings 1",,,315-323,2020,Springer
"Molteni, Erika; Astley, Christina M; Ma, Wenjie; Sudre, Carole H; Magee, Laura A; Murray, Benjamin; Fall, Tove; Gomez, Maria F; Tsereteli, Neli; Franks, Paul W; ",Symptoms and syndromes associated with SARS-CoV-2 infection and severity in pregnant women from two community cohorts,Scientific reports,11,1,1-11,2021,Springer
"Pombo, Guilherme; Gray, Robert; Cardoso, M Jorge; Ourselin, Sebastien; Rees, Geraint; Ashburner, John; Nachev, Parashkev; ",Equitable modelling of brain imaging by counterfactual augmentation with morphologically constrained 3D deep generative models,Medical Image Analysis,84,,102723,2023,Elsevier
"Prados, Ferran; Cardoso, M Jorge; Burgos, Ninon; Wheeler-Kingshott, C; Ourselin, Sebastien; Angela, C; Gandini, M; Ourselin, S; ",NiftyWeb: web based platform for image processing on the cloud,24th scientific meeting and exhibition of the international society for magnetic resonance in medicine (ISMRM),,,7-13,2016,
"Xi, Jiahe; Lamata, Pablo; Niederer, Steven; Land, Sander; Shi, Wenzhe; Zhuang, Xiahai; Ourselin, Sebastien; Duckett, Simon G; Shetty, Anoop K; Rinaldi, C Aldo; ",The estimation of patient-specific cardiac diastolic functions from clinical measurements,Medical image analysis,17,2,133-146,2013,Elsevier
"Xia, W; Noimark, S; Maneas, E; Parkin, I; Ourselin, S; Finlay, M; Desjardins, A; ",Photoacoustic imaging of intracardiac medical devices using internal illumination of carbon nanotube/PDMS composite coatings,"Photons Plus Ultrasound: Imaging and Sensing 2017, Photonics West",,,,2017,
"Fripp, Jurgen; Villemagne, Victor L; Bourgeat, Pierrick; Raniga, Parnesh; Acosta, Oscar; Szoeke, Cassandra; Ourselin, Sebastien; Ames, David; Ellis, Kathryn A; Masters, Colin L; ",P1‐080: PiB PET Classification: A model to determine those who are at risk of developing AD,Alzheimer's & Dementia,5,4S_Part_7,P195-P196,2009,Wiley Online Library
"Irzan, Hassna; O’Reilly, Helen; Ourselin, Sebastien; Marlow, Neil; Melbourne, Andrew; ",A framework for memory performance prediction from brain volume in preterm-born adolescents,2019 IEEE 16th International Symposium on Biomedical Imaging (ISBI 2019),,,400-403,2019,IEEE
"Vasconcelos, Francisco; Mazomentos, Evangelos; Kelly, John; Ourselin, Sebastien; Stoyanov, Danail; ",Relative pose estimation from image correspondences under a remote center of motion constraint,IEEE Robotics and Automation Letters,3,3,2654-2661,2018,IEEE
"Zhao, Tianrui; Ourselin, Sebastien; Vercauteren, Tom; Xia, Wenfeng; ",Focusing light through multimode fibres using a digital micromirror device: a comparison study of non-holographic approaches,Optics express,29,10,14269-14281,2021,Optica Publishing Group
"Antonelli, Michela; Johnston, Edward W; Dikaios, Nikolaos; Cheung, King K; Sidhu, Harbir S; Appayya, Mrishta B; Giganti, Francesco; Simmons, Lucy AM; Freeman, Alex; Allen, Clare; ",Correction to: Machine learning classifiers can predict Gleason pattern 4 prostate cancer with greater accuracy than experienced radiologists,European Radiology,30,2,1295,2020,Springer
"Ehrhardt, Matthias J; Thielemans, Kris; Pizarro, Luis; Atkinson, David; Ourselin, Sébastien; Hutton, Brian F; Arridge, Simon R; ",Joint reconstruction of PET-MRI by exploiting structural similarity,Inverse Problems,31,1,015001,2014,IOP Publishing
"Joyeux, Luc; van der Merwe, Johannes; Aertsen, Michael; Patel, Premal A; Khatoun, Ahmad; da Cunha, Marina GMC Mori; De Vleeschauwer, Stephanie; Parra, Johanna; Danzer, Enrico; Mc Laughlin, Myles; ",82 Neuroprotection is improved by watertightness of spina bifida repair in the fetal lamb,American Journal of Obstetrics & Gynecology,224,2,S57-S58,2021,Elsevier
"Battiston, Marco; Grussu, Francesco; Schneider, Torben; Prados Carrasco, F; Ourselin, Sebastien; Wheeler-Kingshott, CAM; Samson, R; ",Acceleration strategies for whole brain quantitative Magnetization Transfer Imaging,,,,,2018,ISMRM
"De Vita, Enrico; Melbourne, Andrew; Porter, Marie-Claire; Thomas, David L; Ourselin, Sebastien; Yousry, Tarek; Golay, Xavier; Jager, Rolf; Mead, Simon; Thornton, John S; ",Arterial Spin Labelling perfusion measurements in Prion Disease: relation with restricted diffusion,,,,,,
"Thomas, BA; Erlandsson, K; Thurfjell, L; Ourselin, S; Hutton, BF; ",An improved iterative MR-based partial volume correction technique for brain PET quantification,EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,38,,S132-S132,2011,SPRINGER
"Cleary, Jon Orlando; Modat, Marc; Price, Anthony Nathan; Greene, Nicholas D; Thomas, David L; Scambler, Peter J; Ordidge, Roger J; Ourselin, S; Lythgoe, Mark Francis; ",Phenotyping in the Mouse Embryo using a μMRI atlas,Proc. Intl. Soc. Mag. Reson. Med,17,,826,2009,
"Marcus, Hani J; Vercauteren, Tom; Ourselin, Sebastien; Dorward, Neil L; ",Corrigendum to “Intraoperative Ultrasound in Patients Undergoing Transsphenoidal Surgery for Pituitary Adenoma: Systematic Review”[World Neurosurgery 106 (2017) 680-685](S1878875017311543)(10.1016/j. wneu. 2017.07. 054),World Neurosurgery,109,,514,2018,Elsevier Inc.
"Brusaferri, Ludovica; Bousse, Alexandre; Emond, Elise C; Brown, Richard; Tsai, Yu-Jung; Atkinson, David; Ourselin, Sébastien; Watson, Charles C; Hutton, Brian F; Arridge, Simon; ",Joint activity and attenuation reconstruction from multiple energy window data with photopeak scatter re-estimation in non-TOF 3-D PET,IEEE Transactions on Radiation and Plasma Medical Sciences,4,4,410-421,2020,IEEE
"Simonyan, Karen; Modat, Marc; Ourselin, Sebastien; Cash, David; Criminisi, Antonio; Zisserman, Andrew; ",Immediate ROI search for 3-D medical images,"Medical Content-Based Retrieval for Clinical Decision Support: Third MICCAI International Workshop, MCBR-CDS 2012, Nice, France, October 1, 2012, Revised Selected Papers 3",,,56-67,2013,Springer
"Archer, HA; Kennedy, J; Barnes, J; Pepple, T; Boyes, R; Randlesome, K; Clegg, S; Leung, KK; Ourselin, S; Frost, C; ",Memory complaints and increased rates of brain atrophy: risk factors for mild cognitive impairment and Alzheimer's disease,International journal of geriatric psychiatry,25,11,1119-1126,2010,Wiley Online Library
"Sari, Hasan; Erlandsson, Kjell; Thielemans, Kris; Atkinson, David; Arridge, Simon; Ourselin, Sebastien; Hutton, Brian; ",Incorporation of MRI-AIF information for improved kinetic modelling of dynamic PET data,EJNMMI physics,1,,1-3,2014,Springer
"Ourselin, Sébastien; Roche, Alexis; Subsol, Gérard; Pennec, Xavier; Sattonnet, Christophe; ",Automatic alignment of histological sections for 3D reconstruction and analysis,,,,,1998,INRIA
"Hopkinson, Nicholas S; Rossi, Niccolo; El-Sayed_Moustafa, Julia; Laverty, Anthony A; Quint, Jennifer K; Freidin, Maxim; Visconti, Alessia; Murray, Ben; Modat, Marc; Ourselin, Sebastien; ",Current smoking and COVID-19 risk: results from a population symptom app in over 2.4 million people,Thorax,76,7,714-722,2021,BMJ Publishing Group Ltd
"Ourselin, Sebastien; Joskowicz, Leo; Sabuncu, Mert R; Unal, Gozde; Wells, William; ","Medical Image Computing and Computer-Assisted Intervention–MICCAI 2016: 19th International Conference, Athens, Greece, October 17-21, 2016, Proceedings, Part II",,9901,,,2016,Springer
"Dingwall, Nicholas; Chalk, Alan; Martin, Teresa I; Scott, Catherine J; Semedo, Carla; Le, Quan; Orasanu, Eliza; Cardoso, Jorge M; Melbourne, Andrew; Marlow, Neil; ",T2 relaxometry in the extremely-preterm brain at adolescence,Magnetic resonance imaging,34,4,508-514,2016,Elsevier
"Ebner, Michael; Wang, Guotai; Li, Wenqi; Aertsen, Michael; Patel, Premal A; Aughwane, Rosalind; Melbourne, Andrew; Doel, Tom; David, Anna L; Deprest, Jan; ","An automated localization, segmentation and reconstruction framework for fetal brain MRI","Medical Image Computing and Computer Assisted Intervention–MICCAI 2018: 21st International Conference, Granada, Spain, September 16-20, 2018, Proceedings, Part I",,,313-320,2018,Springer
"Lane, Christopher A; Parker, Thomas D; Cash, Dave M; Macpherson, Kirsty; Donnachie, Elizabeth; Murray-Smith, Heidi; Barnes, Anna; Barker, Suzie; Beasley, Daniel G; Bras, Jose; ",Study protocol: Insight 46–a neuroscience sub-study of the MRC National Survey of Health and Development,BMC neurology,17,1,1-25,2017,BioMed Central
"Melbourne, Andrew; Eaton‐Rosen, Zach; Orasanu, Eliza; Price, David; Bainbridge, Alan; Cardoso, M Jorge; Kendall, Giles S; Robertson, Nicola J; Marlow, Neil; Ourselin, Sebastien; ",Longitudinal development in the preterm thalamus and posterior white matter: MRI correlations between diffusion weighted imaging and T2 relaxometry,Human Brain Mapping,37,7,2479-2492,2016,Wiley Online Library
"Meller, Henning; Kelm, B Michael; Arbel, Tal; Cai, Weidong; Cardoso, M Jorge; Langs, Georg; Menze, Bjoern; Metaxas, Dimitris; Montillo, Albert; Wells III, William M; ",Medical Computer Vision and Bayesian and Graphical Models for Biomedical Imaging,,,,,2017,Springer International Publishing:
"Gazzina, Stefano; Grassi, Mario; Premi, Enrico; Alberici, Antonella; Benussi, Alberto; Archetti, Silvana; Gasparotti, Roberto; Bocchetta, Martina; Cash, David M; Todd, Emily G; ",Structural brain splitting is a hallmark of Granulin-related frontotemporal dementia,Neurobiology of Aging,114,,94-104,2022,Elsevier
"Lucena, Oeslle; Vos, Sjoerd B; Vakharia, Vejay; Duncan, John; Ashkan, Keyoumars; Sparks, Rachel; Ourselin, Sebastien; ",Enhancing fiber orientation distributions using convolutional neural networks,arXiv preprint arXiv:2008.05409,,,,2020,
"Hellier, D; Passenger, J; Appleyard, MN; Ourselin, S; ",Development of a new Colonoscopy Skills Trainer using Virtual Reality and Haptic Feedback,,,,,2007,
"Orasanu, Eliza; Melbourne, Andrew; Cardoso, M Jorge; Modat, Marc; Taylor, Andrew M; Thayyil, Sudhin; Ourselin, Sebastien; ",Average probabilistic brain atlases for post-mortem newborn and fetal populations and application to tissue segmentation,Proc. Intl. Soc. Mag. Reson. Med,22,,2014,1748,
"Borges, Pedro; Shaw, Richard; Varsavsky, Thomas; Klaser, Kerstin; Thomas, David; Drobnjak, Ivana; Ourselin, Sebastien; Jorge Cardoso, M; ",The role of MRI physics in brain segmentation CNNs: achieving acquisition invariance and instructive uncertainties,"Simulation and Synthesis in Medical Imaging: 6th International Workshop, SASHIMI 2021, Held in Conjunction with MICCAI 2021, Strasbourg, France, September 27, 2021, Proceedings 6",,,67-76,2021,Springer
"Young, Jonathan; Ridgway, Gerard; Leung, Kelvin; Ourselin, Sebastien; ",Classification of Alzheimer's disease patients with hippocampal shape wrapper-based feature selection and support vector machine,Medical Imaging 2012: Image Processing,8314,,218-224,2012,SPIE
"Taylor, Zeike A; Cheng, Mario; Ourselin, Sébastien; ",Real-time nonlinear finite element analysis for surgical simulation using graphics processing units,Lecture Notes in Computer Science,4791,,701,2007,SPRINGER-VERLAG
